PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2022-03-22T23:00:00Z,2022-03-22T22:00:00Z,PT60M,19.9,-87,77.9,18.7,0,0,0,0,62.1,93.1,1010.0,42,6.8,98,0.14
2022-03-23T00:00:00Z,2022-03-22T23:00:00Z,PT60M,19.1,-92,57.4,17.6,25,0,0,25,60.6,91.3,1011.3,38,6.8,84,0.14
2022-03-23T01:00:00Z,2022-03-23T00:00:00Z,PT60M,18.7,-98,77.9,16.8,45,0,0,45,59.1,88.7,1012.7,36,6.4,70,0.14
2022-03-23T02:00:00Z,2022-03-23T01:00:00Z,PT60M,18.6,-105,83.6,16.2,64,0,0,64,57.8,85.9,1013.7,34,5.9,56,0.14
2022-03-23T03:00:00Z,2022-03-23T02:00:00Z,PT60M,18.4,-114,95.8,15.6,27,0,0,27,56.2,83.7,1014.5,29,5.7,43,0.14
2022-03-23T04:00:00Z,2022-03-23T03:00:00Z,PT60M,18.1,-130,83.5,15.0,132,0,0,132,54.7,82.1,1014.7,25,5.6,31,0.14
2022-03-23T05:00:00Z,2022-03-23T04:00:00Z,PT60M,17.9,-158,84.0,14.6,137,0,0,137,53.8,81.0,1014.2,23,5.2,23,0.14
2022-03-23T06:00:00Z,2022-03-23T05:00:00Z,PT60M,17.9,162,76.3,14.2,207,0,0,207,53.4,79.2,1013.2,23,4.5,22,0.14
2022-03-23T07:00:00Z,2022-03-23T06:00:00Z,PT60M,17.9,132,68.8,14.1,252,0,0,252,53.3,78.5,1012.3,22,4.2,30,0.14
2022-03-23T08:00:00Z,2022-03-23T07:00:00Z,PT60M,17.6,115,79.4,14.1,139,0,0,139,53.2,79.7,1011.8,21,4.0,41,0.14
2022-03-23T09:00:00Z,2022-03-23T08:00:00Z,PT60M,17.4,105,77.5,14.1,109,0,0,109,52.8,81.0,1011.5,22,3.8,54,0.14
2022-03-23T10:00:00Z,2022-03-23T09:00:00Z,PT60M,17.1,98,71.3,14.2,79,0,0,79,52.9,82.5,1011.5,24,3.6,68,0.14
2022-03-23T11:00:00Z,2022-03-23T10:00:00Z,PT60M,17.0,93,87.5,14.3,9,0,0,9,53.0,84.1,1011.6,29,3.2,82,0.14
2022-03-23T12:00:00Z,2022-03-23T11:00:00Z,PT60M,17.1,87,73.2,14.4,0,0,0,0,53.9,84.1,1011.9,32,2.5,96,0.14
2022-03-23T13:00:00Z,2022-03-23T12:00:00Z,PT60M,17.2,81,78.9,14.5,0,0,0,0,55.2,84.2,1012.5,23,2.2,110,0.14
2022-03-23T14:00:00Z,2022-03-23T13:00:00Z,PT60M,17.3,74,86.2,14.7,0,0,0,0,55.7,84.4,1013.3,16,1.8,124,0.14
2022-03-23T15:00:00Z,2022-03-23T14:00:00Z,PT60M,17.4,65,62.4,14.8,0,0,0,0,56.3,84.4,1013.7,16,1.3,137,0.14
2022-03-23T16:00:00Z,2022-03-23T15:00:00Z,PT60M,17.4,49,56.5,14.9,0,0,0,0,56.9,85.0,1013.5,46,1.1,148,0.14
2022-03-23T17:00:00Z,2022-03-23T16:00:00Z,PT60M,17.5,21,57.8,15.0,0,0,0,0,57.3,85.3,1013.0,90,1.2,157,0.14
2022-03-23T18:00:00Z,2022-03-23T17:00:00Z,PT60M,17.4,-17,57.2,15.0,0,0,0,0,56.8,85.8,1012.3,87,1.2,157,0.14
2022-03-23T19:00:00Z,2022-03-23T18:00:00Z,PT60M,17.2,-46,73.2,15.1,0,0,0,0,55.8,86.9,1011.4,69,1.4,150,0.14
2022-03-23T20:00:00Z,2022-03-23T19:00:00Z,PT60M,17.1,-63,62.3,15.1,0,0,0,0,54.6,87.7,1010.9,58,1.1,138,0.14
2022-03-23T21:00:00Z,2022-03-23T20:00:00Z,PT60M,17.1,-73,64.7,15.1,0,0,0,0,53.8,88.0,1010.7,57,0.9,125,0.14
2022-03-23T22:00:00Z,2022-03-23T21:00:00Z,PT60M,17.2,-80,76.2,15.2,0,0,0,0,53.7,88.0,1010.7,85,1.0,111,0.14
2022-03-23T23:00:00Z,2022-03-23T22:00:00Z,PT60M,17.3,-86,58.7,15.3,0,0,0,0,53.7,88.0,1010.9,116,1.1,98,0.14
2022-03-24T00:00:00Z,2022-03-23T23:00:00Z,PT60M,17.5,-92,62.7,15.5,14,0,0,14,54.2,88.0,1011.1,134,1.5,84,0.14
2022-03-24T01:00:00Z,2022-03-24T00:00:00Z,PT60M,17.8,-97,76.5,15.7,51,0,0,51,54.8,87.2,1011.3,135,2.1,70,0.14
2022-03-24T02:00:00Z,2022-03-24T01:00:00Z,PT60M,18.5,-104,67.5,16.1,149,0,0,149,54.7,85.9,1011.7,141,2.6,56,0.14
2022-03-24T03:00:00Z,2022-03-24T02:00:00Z,PT60M,19.4,-114,71.2,16.7,194,0,0,194,54.7,84.6,1011.7,149,3.0,43,0.14
2022-03-24T04:00:00Z,2022-03-24T03:00:00Z,PT60M,20.2,-129,59.5,17.2,330,0,0,330,55.1,82.9,1011.4,153,3.5,31,0.14
2022-03-24T05:00:00Z,2022-03-24T04:00:00Z,PT60M,21.3,-158,61.4,17.7,345,0,0,345,55.3,80.2,1010.4,154,4.0,22,0.14
2022-03-24T06:00:00Z,2022-03-24T05:00:00Z,PT60M,22.3,162,82.7,18.1,157,0,0,157,54.9,77.1,1009.2,153,4.4,22,0.14
2022-03-24T07:00:00Z,2022-03-24T06:00:00Z,PT60M,22.9,131,72.6,18.3,233,0,0,233,54.2,75.3,1007.9,150,4.8,29,0.14
2022-03-24T08:00:00Z,2022-03-24T07:00:00Z,PT60M,23.1,115,69.8,18.4,218,0,0,218,54.0,74.6,1006.6,146,4.8,41,0.14
2022-03-24T09:00:00Z,2022-03-24T08:00:00Z,PT60M,23.1,105,88.4,18.4,64,0,0,64,54.2,74.9,1005.8,142,4.6,54,0.14
2022-03-24T10:00:00Z,2022-03-24T09:00:00Z,PT60M,22.8,98,55.7,18.5,113,3,1,115,54.7,76.5,1005.7,137,4.4,68,0.14
2022-03-24T11:00:00Z,2022-03-24T10:00:00Z,PT60M,22.2,92,65.4,18.5,37,0,0,37,55.4,79.9,1005.9,129,3.9,82,0.14
2022-03-24T12:00:00Z,2022-03-24T11:00:00Z,PT60M,21.2,87,70.7,18.4,0,0,0,0,56.4,84.1,1006.3,122,3.6,96,0.14
2022-03-24T13:00:00Z,2022-03-24T12:00:00Z,PT60M,20.5,81,47.1,18.4,0,0,0,0,57.4,87.8,1006.7,125,3.6,110,0.14
2022-03-24T14:00:00Z,2022-03-24T13:00:00Z,PT60M,20.0,74,34.7,18.4,0,0,0,0,57.5,90.2,1007.2,135,3.5,123,0.14
2022-03-24T15:00:00Z,2022-03-24T14:00:00Z,PT60M,19.7,64,29.6,18.3,0,0,0,0,56.4,91.4,1007.5,143,3.2,137,0.14
2022-03-24T16:00:00Z,2022-03-24T15:00:00Z,PT60M,19.5,48,60.5,18.2,0,0,0,0,54.8,92.2,1007.2,142,2.9,148,0.14
2022-03-24T17:00:00Z,2022-03-24T16:00:00Z,PT60M,19.4,21,41.2,18.3,0,0,0,0,53.6,93.4,1006.7,140,2.6,156,0.14
2022-03-24T18:00:00Z,2022-03-24T17:00:00Z,PT60M,19.3,-17,49.5,18.5,0,0,0,0,51.7,94.5,1006.2,139,2.3,157,0.14
2022-03-24T19:00:00Z,2022-03-24T18:00:00Z,PT60M,19.4,-46,47.9,18.6,0,0,0,0,49.7,95.1,1005.7,133,1.8,149,0.14
2022-03-24T20:00:00Z,2022-03-24T19:00:00Z,PT60M,19.4,-63,37.6,18.7,0,0,0,0,49.1,95.7,1005.3,126,1.4,138,0.14
2022-03-24T21:00:00Z,2022-03-24T20:00:00Z,PT60M,19.5,-73,50.5,18.8,0,0,0,0,48.7,95.7,1005.1,133,1.1,125,0.14
2022-03-24T22:00:00Z,2022-03-24T21:00:00Z,PT60M,19.7,-80,55.2,18.9,0,0,0,0,48.4,95.1,1005.2,146,0.7,111,0.14
2022-03-24T23:00:00Z,2022-03-24T22:00:00Z,PT60M,19.8,-86,53.2,18.9,0,0,0,0,48.3,95.1,1005.7,146,0.2,97,0.14
2022-03-25T00:00:00Z,2022-03-24T23:00:00Z,PT60M,19.9,-91,61.2,18.8,25,0,0,25,48.0,93.6,1006.3,19,0.2,83,0.14
2022-03-25T01:00:00Z,2022-03-25T00:00:00Z,PT60M,20.4,-97,65.7,18.7,93,0,0,93,47.9,90.2,1007.1,91,0.2,69,0.14
2022-03-25T02:00:00Z,2022-03-25T01:00:00Z,PT60M,21.4,-104,63.9,18.9,186,0,0,186,48.0,85.4,1007.5,140,0.8,56,0.14
2022-03-25T03:00:00Z,2022-03-25T02:00:00Z,PT60M,23.2,-113,61.3,19.2,271,0,0,271,47.3,78.4,1007.6,150,1.1,42,0.14
2022-03-25T04:00:00Z,2022-03-25T03:00:00Z,PT60M,25.2,-129,56.4,19.6,358,0,0,358,45.8,71.1,1007.3,167,0.7,30,0.14
2022-03-25T05:00:00Z,2022-03-25T04:00:00Z,PT60M,27.1,-158,41.0,19.9,528,1,1,529,45.4,64.9,1006.6,234,0.4,22,0.14
2022-03-25T06:00:00Z,2022-03-25T05:00:00Z,PT60M,28.7,161,16.1,20.0,531,242,224,755,46.0,59.5,1005.5,194,1.0,21,0.14
2022-03-25T07:00:00Z,2022-03-25T06:00:00Z,PT60M,30.2,131,0.0,20.1,270,658,574,844,47.4,54.9,1004.3,161,1.7,29,0.14
2022-03-25T08:00:00Z,2022-03-25T07:00:00Z,PT60M,31.5,114,0.0,20.3,241,615,464,705,49.7,51.5,1003.0,141,1.9,41,0.14
2022-03-25T09:00:00Z,2022-03-25T08:00:00Z,PT60M,32.4,105,3.1,20.5,219,463,277,496,51.7,49.6,1002.3,136,2.2,54,0.14
2022-03-25T10:00:00Z,2022-03-25T09:00:00Z,PT60M,32.2,98,29.1,21.2,198,16,7,205,52.4,52.4,1002.3,120,2.6,68,0.14
2022-03-25T11:00:00Z,2022-03-25T10:00:00Z,PT60M,30.2,92,45.8,22.0,40,0,0,40,51.8,61.7,1002.5,115,3.7,82,0.14
2022-03-25T12:00:00Z,2022-03-25T11:00:00Z,PT60M,27.8,86,35.9,22.3,0,0,0,0,50.6,71.9,1003.3,122,3.8,96,0.14
2022-03-25T13:00:00Z,2022-03-25T12:00:00Z,PT60M,26.4,80,4.2,22.2,0,0,0,0,49.8,78.0,1004.5,121,3.1,110,0.14
2022-03-25T14:00:00Z,2022-03-25T13:00:00Z,PT60M,25.6,73,26.4,22.1,0,0,0,0,48.5,81.3,1005.3,112,2.8,123,0.14
2022-03-25T15:00:00Z,2022-03-25T14:00:00Z,PT60M,25.0,64,63.9,22.1,0,0,0,0,46.5,83.7,1005.8,111,2.5,136,0.14
2022-03-25T16:00:00Z,2022-03-25T15:00:00Z,PT60M,24.6,48,57.0,22.1,0,0,0,0,45.2,86.0,1006.0,115,2.4,148,0.14
2022-03-25T17:00:00Z,2022-03-25T16:00:00Z,PT60M,24.2,20,59.1,22.2,0,0,0,0,44.5,88.6,1005.8,114,2.2,156,0.14
2022-03-25T18:00:00Z,2022-03-25T17:00:00Z,PT60M,23.8,-17,54.7,22.2,0,0,0,0,43.7,91.1,1005.3,98,1.7,156,0.14
2022-03-25T19:00:00Z,2022-03-25T18:00:00Z,PT60M,23.4,-46,61.9,22.1,0,0,0,0,43.1,92.4,1004.9,74,1.5,149,0.14
2022-03-25T20:00:00Z,2022-03-25T19:00:00Z,PT60M,23.1,-62,67.2,22.1,0,0,0,0,42.9,93.8,1004.7,50,1.6,138,0.14
2022-03-25T21:00:00Z,2022-03-25T20:00:00Z,PT60M,22.8,-73,67.0,22.0,0,0,0,0,43.3,95.3,1004.9,43,1.8,125,0.14
2022-03-25T22:00:00Z,2022-03-25T21:00:00Z,PT60M,22.8,-80,65.8,22.0,0,0,0,0,43.8,95.5,1005.3,49,1.7,111,0.14
2022-03-25T23:00:00Z,2022-03-25T22:00:00Z,PT60M,22.9,-86,67.6,22.0,0,0,0,0,44.0,95.0,1005.9,53,1.6,97,0.14
2022-03-26T00:00:00Z,2022-03-25T23:00:00Z,PT60M,23.3,-91,49.4,22.0,36,0,0,36,41.7,92.7,1006.8,56,1.3,83,0.14
2022-03-26T01:00:00Z,2022-03-26T00:00:00Z,PT60M,24.3,-97,54.0,22.1,127,0,0,127,38.3,87.5,1007.6,56,0.9,69,0.14
2022-03-26T02:00:00Z,2022-03-26T01:00:00Z,PT60M,26.1,-103,56.2,22.2,226,0,0,226,36.1,79.5,1008.1,51,0.3,55,0.14
2022-03-26T03:00:00Z,2022-03-26T02:00:00Z,PT60M,28.3,-113,36.1,22.1,410,61,49,459,34.5,69.3,1008.1,215,0.6,42,0.14
2022-03-26T04:00:00Z,2022-03-26T03:00:00Z,PT60M,30.6,-128,0.1,21.7,259,683,591,850,34.3,59.4,1007.8,219,1.4,30,0.14
2022-03-26T05:00:00Z,2022-03-26T04:00:00Z,PT60M,32.7,-158,0.0,21.2,268,710,661,929,35.1,50.9,1007.1,225,1.8,21,0.14
2022-03-26T06:00:00Z,2022-03-26T05:00:00Z,PT60M,35.1,161,0.0,19.6,268,711,664,932,35.6,40.4,1005.9,223,1.9,21,0.14
2022-03-26T07:00:00Z,2022-03-26T06:00:00Z,PT60M,37.2,130,0.0,16.8,266,676,591,857,35.1,30.2,1004.5,241,2.1,29,0.14
2022-03-26T08:00:00Z,2022-03-26T07:00:00Z,PT60M,38.1,114,0.0,14.6,241,630,476,717,33.8,25.0,1003.4,266,3.3,41,0.14
2022-03-26T09:00:00Z,2022-03-26T08:00:00Z,PT60M,38.0,104,0.0,14.3,200,543,320,520,33.4,24.5,1002.8,273,3.4,54,0.14
2022-03-26T10:00:00Z,2022-03-26T09:00:00Z,PT60M,37.3,97,19.1,16.1,190,112,51,240,33.9,28.5,1002.7,279,2.0,68,0.14
2022-03-26T11:00:00Z,2022-03-26T10:00:00Z,PT60M,34.9,91,40.8,17.4,46,0,0,46,34.4,35.4,1003.1,329,0.2,82,0.14
2022-03-26T12:00:00Z,2022-03-26T11:00:00Z,PT60M,31.1,86,31.1,18.6,0,0,0,0,35.5,47.2,1004.1,121,2.5,96,0.14
2022-03-26T13:00:00Z,2022-03-26T12:00:00Z,PT60M,28.5,80,11.6,20.6,0,0,0,0,36.2,62.2,1005.2,128,4.3,110,0.14
2022-03-26T14:00:00Z,2022-03-26T13:00:00Z,PT60M,27.3,73,4.7,21.2,0,0,0,0,36.1,69.4,1006.0,132,4.2,123,0.14
2022-03-26T15:00:00Z,2022-03-26T14:00:00Z,PT60M,26.6,63,24.6,21.1,0,0,0,0,36.1,71.6,1006.5,136,3.7,136,0.14
2022-03-26T16:00:00Z,2022-03-26T15:00:00Z,PT60M,26.2,47,0.1,20.9,0,0,0,0,35.8,72.4,1006.7,136,3.5,148,0.14
2022-03-26T17:00:00Z,2022-03-26T16:00:00Z,PT60M,25.8,20,0.0,20.8,0,0,0,0,35.8,73.7,1006.6,126,3.8,155,0.14
2022-03-26T18:00:00Z,2022-03-26T17:00:00Z,PT60M,25.3,-17,0.0,21.1,0,0,0,0,36.6,77.6,1006.7,102,4.0,156,0.14
2022-03-26T19:00:00Z,2022-03-26T18:00:00Z,PT60M,24.7,-45,0.0,21.7,0,0,0,0,38.6,82.9,1007.0,80,4.5,149,0.15
2022-03-26T20:00:00Z,2022-03-26T19:00:00Z,PT60M,24.3,-62,58.4,21.4,0,0,0,0,39.7,83.9,1007.2,60,4.6,137,0.15
2022-03-26T21:00:00Z,2022-03-26T20:00:00Z,PT60M,23.5,-72,57.7,19.9,0,0,0,0,39.6,80.5,1007.7,40,4.8,124,0.15
2022-03-26T22:00:00Z,2022-03-26T21:00:00Z,PT60M,22.5,-79,56.9,18.5,0,0,0,0,39.7,78.1,1008.7,33,4.9,111,0.15
2022-03-26T23:00:00Z,2022-03-26T22:00:00Z,PT60M,22.0,-85,32.8,17.8,0,0,0,0,39.5,76.8,1009.8,32,4.7,97,0.15
2022-03-27T00:00:00Z,2022-03-26T23:00:00Z,PT60M,22.1,-91,18.2,17.6,37,0,0,37,39.2,75.6,1010.8,32,4.9,83,0.15
2022-03-27T01:00:00Z,2022-03-27T00:00:00Z,PT60M,22.1,-96,52.6,17.5,96,0,0,96,39.2,75.4,1012.1,33,5.4,69,0.15
2022-03-27T02:00:00Z,2022-03-27T01:00:00Z,PT60M,22.3,-103,67.7,17.4,133,0,0,133,39.5,73.8,1013.3,35,6.0,55,0.15
2022-03-27T03:00:00Z,2022-03-27T02:00:00Z,PT60M,22.8,-112,61.8,17.1,237,0,0,237,39.9,70.2,1014.0,35,6.2,42,0.15
2022-03-27T04:00:00Z,2022-03-27T03:00:00Z,PT60M,23.2,-128,63.2,16.6,276,0,0,276,39.6,66.4,1014.2,34,6.4,30,0.15
2022-03-27T05:00:00Z,2022-03-27T04:00:00Z,PT60M,23.5,-157,58.6,15.9,346,0,0,346,39.1,62.6,1013.8,34,6.5,21,0.15
2022-03-27T06:00:00Z,2022-03-27T05:00:00Z,PT60M,23.7,160,55.4,15.2,373,0,0,373,38.4,59.1,1013.0,37,6.5,21,0.15
2022-03-27T07:00:00Z,2022-03-27T06:00:00Z,PT60M,24.1,129,65.5,14.7,260,0,0,260,37.6,55.9,1012.2,40,6.1,29,0.15
2022-03-27T08:00:00Z,2022-03-27T07:00:00Z,PT60M,24.3,113,69.2,14.2,186,0,0,186,36.6,53.4,1011.3,44,5.9,41,0.15
2022-03-27T09:00:00Z,2022-03-27T08:00:00Z,PT60M,24.4,104,72.7,13.6,118,0,0,118,35.9,50.9,1010.4,47,5.9,54,0.15
2022-03-27T10:00:00Z,2022-03-27T09:00:00Z,PT60M,24.4,97,77.9,13.4,49,0,0,49,37.2,50.0,1010.2,50,5.8,68,0.15
2022-03-27T11:00:00Z,2022-03-27T10:00:00Z,PT60M,23.8,91,42.1,13.2,43,7,2,44,38.7,51.7,1011.0,47,5.7,82,0.15
2022-03-27T12:00:00Z,2022-03-27T11:00:00Z,PT60M,22.8,86,78.4,12.6,0,0,0,0,38.7,52.6,1012.2,40,5.7,96,0.15
2022-03-27T13:00:00Z,2022-03-27T12:00:00Z,PT60M,22.1,80,62.7,11.9,0,0,0,0,38.7,52.4,1013.6,36,5.8,110,0.15
2022-03-27T14:00:00Z,2022-03-27T13:00:00Z,PT60M,21.7,72,79.3,11.6,0,0,0,0,38.1,52.8,1015.0,34,5.7,123,0.15
2022-03-27T15:00:00Z,2022-03-27T14:00:00Z,PT60M,21.2,63,68.5,11.5,0,0,0,0,37.5,53.9,1016.0,29,5.6,136,0.15
2022-03-27T16:00:00Z,2022-03-27T15:00:00Z,PT60M,20.8,46,74.5,11.6,0,0,0,0,37.8,55.5,1016.5,27,5.4,147,0.15
2022-03-27T17:00:00Z,2022-03-27T16:00:00Z,PT60M,20.5,19,78.1,11.8,0,0,0,0,38.9,57.1,1016.7,32,4.9,155,0.15
2022-03-27T18:00:00Z,2022-03-27T17:00:00Z,PT60M,20.2,-17,71.6,12.4,0,0,0,0,41.1,60.5,1016.4,31,4.6,155,0.15
2022-03-27T19:00:00Z,2022-03-27T18:00:00Z,PT60M,19.7,-45,90.1,13.2,0,0,0,0,43.3,65.8,1016.3,24,4.9,148,0.15
2022-03-27T20:00:00Z,2022-03-27T19:00:00Z,PT60M,18.7,-61,70.2,13.8,0,0,0,0,44.1,73.0,1016.2,30,4.6,137,0.15
2022-03-27T21:00:00Z,2022-03-27T20:00:00Z,PT60M,18.1,-72,58.4,14.2,0,0,0,0,43.3,78.0,1016.2,40,3.8,124,0.15
2022-03-27T22:00:00Z,2022-03-27T21:00:00Z,PT60M,18.3,-79,57.7,14.1,0,0,0,0,41.9,77.0,1016.3,37,2.9,111,0.15
2022-03-27T23:00:00Z,2022-03-27T22:00:00Z,PT60M,18.4,-85,75.8,14.2,0,0,0,0,40.8,76.3,1016.2,36,2.1,97,0.15
2022-03-28T00:00:00Z,2022-03-27T23:00:00Z,PT60M,18.7,-90,54.8,14.1,23,0,0,23,40.5,74.8,1016.3,32,1.8,83,0.15
2022-03-28T01:00:00Z,2022-03-28T00:00:00Z,PT60M,19.4,-96,59.7,14.1,79,0,0,79,41.2,71.4,1016.7,27,2.0,69,0.15
2022-03-28T02:00:00Z,2022-03-28T01:00:00Z,PT60M,20.5,-103,71.2,14.2,102,0,0,102,40.9,67.1,1016.9,25,2.3,55,0.15
2022-03-28T03:00:00Z,2022-03-28T02:00:00Z,PT60M,22.0,-112,83.6,14.3,95,0,0,95,39.9,61.8,1016.8,20,2.5,41,0.15
2022-03-28T04:00:00Z,2022-03-28T03:00:00Z,PT60M,23.6,-127,80.3,14.3,131,0,0,131,38.5,56.1,1016.3,32,2.5,29,0.15
2022-03-28T05:00:00Z,2022-03-28T04:00:00Z,PT60M,25.0,-157,55.9,14.2,324,0,0,324,37.4,51.4,1015.2,53,2.6,21,0.15
2022-03-28T06:00:00Z,2022-03-28T05:00:00Z,PT60M,25.3,160,39.4,14.3,452,0,0,452,36.6,50.4,1014.1,68,2.9,20,0.15
2022-03-28T07:00:00Z,2022-03-28T06:00:00Z,PT60M,25.2,129,27.7,14.4,525,0,0,525,36.6,51.3,1013.1,74,2.9,29,0.15
2022-03-28T08:00:00Z,2022-03-28T07:00:00Z,PT60M,25.1,113,17.1,14.6,482,16,11,492,37.0,52.2,1012.3,76,2.5,41,0.15
2022-03-28T09:00:00Z,2022-03-28T08:00:00Z,PT60M,24.4,103,23.8,14.8,277,72,46,324,37.4,55.0,1012.1,93,2.2,54,0.15
2022-03-28T10:00:00Z,2022-03-28T09:00:00Z,PT60M,23.6,96,64.5,15.2,79,0,0,79,38.1,59.3,1012.2,119,2.5,68,0.15
2022-03-28T11:00:00Z,2022-03-28T10:00:00Z,PT60M,22.7,91,69.9,15.9,15,0,0,15,39.3,65.5,1012.6,135,3.3,82,0.15
2022-03-28T12:00:00Z,2022-03-28T11:00:00Z,PT60M,21.4,85,57.3,16.1,0,0,0,0,40.4,71.8,1013.2,142,3.3,96,0.15
2022-03-28T13:00:00Z,2022-03-28T12:00:00Z,PT60M,20.6,79,52.5,15.9,0,0,0,0,40.8,74.5,1014.1,150,2.5,109,0.15
2022-03-28T14:00:00Z,2022-03-28T13:00:00Z,PT60M,20.3,72,55.4,15.8,0,0,0,0,40.8,75.4,1014.9,148,2.4,123,0.15
2022-03-28T15:00:00Z,2022-03-28T14:00:00Z,PT60M,19.8,62,45.0,15.6,0,0,0,0,41.0,76.8,1015.3,146,2.8,136,0.15
2022-03-28T16:00:00Z,2022-03-28T15:00:00Z,PT60M,19.5,46,0.0,15.7,0,0,0,0,41.5,78.2,1015.3,151,3.3,147,0.15
2022-03-28T17:00:00Z,2022-03-28T16:00:00Z,PT60M,19.4,19,32.4,15.8,0,0,0,0,42.1,79.2,1015.1,156,3.5,155,0.15
2022-03-28T18:00:00Z,2022-03-28T17:00:00Z,PT60M,19.2,-17,52.0,15.7,0,0,0,0,42.0,79.9,1014.7,157,3.3,155,0.14
2022-03-28T19:00:00Z,2022-03-28T18:00:00Z,PT60M,19.1,-44,36.6,15.5,0,0,0,0,41.4,79.9,1014.3,155,2.7,148,0.14
2022-03-28T20:00:00Z,2022-03-28T19:00:00Z,PT60M,19.1,-61,18.4,15.5,0,0,0,0,40.6,79.6,1013.9,159,2.2,137,0.14
2022-03-28T21:00:00Z,2022-03-28T20:00:00Z,PT60M,19.0,-71,51.9,15.4,0,0,0,0,40.4,79.4,1013.5,153,2.2,124,0.14
2022-03-28T22:00:00Z,2022-03-28T21:00:00Z,PT60M,18.8,-79,45.4,15.3,0,0,0,0,41.1,79.9,1013.5,145,2.3,110,0.14
2022-03-28T23:00:00Z,2022-03-28T22:00:00Z,PT60M,18.8,-85,39.2,15.4,0,0,0,0,42.1,80.6,1013.9,145,1.8,96,0.14
2022-03-29T00:00:00Z,2022-03-28T23:00:00Z,PT60M,19.1,-90,36.0,15.5,28,0,0,28,42.9,79.4,1014.3,148,1.5,82,0.14
2022-03-29T01:00:00Z,2022-03-29T00:00:00Z,PT60M,19.9,-96,76.9,15.4,51,0,0,51,43.4,75.7,1014.7,149,1.8,68,0.14
2022-03-29T02:00:00Z,2022-03-29T01:00:00Z,PT60M,20.7,-102,85.6,15.5,66,0,0,66,43.7,72.1,1015.2,141,1.9,55,0.14
2022-03-29T03:00:00Z,2022-03-29T02:00:00Z,PT60M,21.4,-111,73.2,15.8,176,0,0,176,43.9,70.4,1015.1,121,2.2,41,0.14
2022-03-29T04:00:00Z,2022-03-29T03:00:00Z,PT60M,21.9,-127,60.6,16.1,304,0,0,304,44.4,69.4,1014.6,108,2.4,29,0.14
2022-03-29T05:00:00Z,2022-03-29T04:00:00Z,PT60M,22.2,-157,67.9,16.3,277,0,0,277,44.7,69.5,1013.8,107,2.5,20,0.14
2022-03-29T06:00:00Z,2022-03-29T05:00:00Z,PT60M,22.7,159,59.5,16.8,353,0,0,353,45.1,69.1,1012.6,102,2.7,20,0.14
2022-03-29T07:00:00Z,2022-03-29T06:00:00Z,PT60M,23.0,128,60.8,17.2,314,0,0,314,45.8,69.7,1011.6,95,3.1,28,0.14
2022-03-29T08:00:00Z,2022-03-29T07:00:00Z,PT60M,22.7,112,52.8,17.4,318,0,0,318,46.4,72.0,1010.7,94,3.2,40,0.14
2022-03-29T09:00:00Z,2022-03-29T08:00:00Z,PT60M,22.5,103,58.4,17.6,197,0,0,197,47.0,73.9,1010.2,95,2.9,54,0.14
2022-03-29T10:00:00Z,2022-03-29T09:00:00Z,PT60M,22.1,96,67.9,17.8,82,0,0,82,47.7,76.2,1010.2,98,2.5,68,0.14
2022-03-29T11:00:00Z,2022-03-29T10:00:00Z,PT60M,21.7,90,69.0,17.9,19,0,0,19,47.9,78.8,1010.6,99,2.0,82,0.14
2022-03-29T12:00:00Z,2022-03-29T11:00:00Z,PT60M,21.6,85,53.8,18.1,0,0,0,0,48.0,80.5,1011.0,104,1.7,96,0.14
2022-03-29T13:00:00Z,2022-03-29T12:00:00Z,PT60M,21.7,79,52.6,18.4,0,0,0,0,48.5,81.5,1011.6,119,1.8,109,0.14
2022-03-29T14:00:00Z,2022-03-29T13:00:00Z,PT60M,21.8,72,62.3,18.8,0,0,0,0,49.2,83.1,1012.5,133,1.9,123,0.14
2022-03-29T15:00:00Z,2022-03-29T14:00:00Z,PT60M,21.8,61,58.8,19.3,0,0,0,0,49.7,85.5,1013.1,139,1.9,136,0.14
2022-03-29T16:00:00Z,2022-03-29T15:00:00Z,PT60M,21.7,45,69.2,19.6,0,0,0,0,50.4,87.9,1013.2,142,1.8,147,0.14
2022-03-29T17:00:00Z,2022-03-29T16:00:00Z,PT60M,21.5,18,69.1,19.9,0,0,0,0,51.1,90.1,1013.0,142,1.7,154,0.14
2022-03-29T18:00:00Z,2022-03-29T17:00:00Z,PT60M,21.3,-17,51.4,20.1,0,0,0,0,51.6,92.6,1012.7,149,1.5,155,0.14
2022-03-29T19:00:00Z,2022-03-29T18:00:00Z,PT60M,21.1,-44,66.9,20.2,0,0,0,0,51.8,94.3,1012.3,158,1.2,148,0.14
2022-03-29T20:00:00Z,2022-03-29T19:00:00Z,PT60M,21.1,-61,80.4,20.3,0,0,0,0,51.6,94.9,1011.8,146,1.1,136,0.14
2022-03-29T21:00:00Z,2022-03-29T20:00:00Z,PT60M,21.1,-71,79.7,20.3,0,0,0,0,51.1,95.2,1011.6,126,1.1,124,0.14
2022-03-29T22:00:00Z,2022-03-29T21:00:00Z,PT60M,21.1,-78,84.4,20.3,0,0,0,0,50.5,95.2,1011.9,98,1.0,110,0.14
