PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2022-03-07T02:00:00Z,2022-03-07T01:00:00Z,PT60M,21.3,-111,69.4,14.6,128,0,0,128,47.3,65.6,1018.3,19,4.6,60,0.14
2022-03-07T03:00:00Z,2022-03-07T02:00:00Z,PT60M,21.8,-121,70.8,13.9,177,0,0,177,46.3,61.0,1019.0,16,4.7,47,0.14
2022-03-07T04:00:00Z,2022-03-07T03:00:00Z,PT60M,22.5,-136,54.6,13.4,341,0,0,341,44.4,56.8,1019.1,20,4.9,36,0.14
2022-03-07T05:00:00Z,2022-03-07T04:00:00Z,PT60M,22.5,-160,43.1,13.6,452,31,28,479,41.8,57.0,1018.5,25,5.1,29,0.14
2022-03-07T06:00:00Z,2022-03-07T05:00:00Z,PT60M,23.0,168,41.6,13.7,484,17,15,499,36.5,55.9,1017.6,19,5.1,28,0.14
2022-03-07T07:00:00Z,2022-03-07T06:00:00Z,PT60M,24.6,141,1.1,13.4,345,521,432,777,31.7,50.0,1016.6,16,4.8,34,0.14
2022-03-07T08:00:00Z,2022-03-07T07:00:00Z,PT60M,25.7,124,43.5,12.9,268,155,119,386,30.0,45.2,1015.8,28,4.1,44,0.14
2022-03-07T09:00:00Z,2022-03-07T08:00:00Z,PT60M,25.8,113,86.5,12.8,65,0,0,65,28.6,44.4,1015.1,43,3.5,56,0.14
2022-03-07T10:00:00Z,2022-03-07T09:00:00Z,PT60M,25.5,105,65.2,13.1,88,0,0,88,27.6,46.1,1014.9,59,2.4,70,0.14
2022-03-07T11:00:00Z,2022-03-07T10:00:00Z,PT60M,24.3,99,33.3,13.6,39,43,6,44,27.3,51.2,1015.3,105,1.4,83,0.14
2022-03-07T12:00:00Z,2022-03-07T11:00:00Z,PT60M,22.6,93,33.0,13.6,0,0,0,0,26.5,56.8,1016.1,165,1.1,97,0.14
2022-03-07T13:00:00Z,2022-03-07T12:00:00Z,PT60M,21.7,88,7.3,13.2,0,0,0,0,25.6,58.7,1016.7,207,1.3,111,0.14
2022-03-07T14:00:00Z,2022-03-07T13:00:00Z,PT60M,21.1,82,10.9,12.9,0,0,0,0,25.2,59.5,1017.0,221,1.6,125,0.14
2022-03-07T15:00:00Z,2022-03-07T14:00:00Z,PT60M,20.7,74,48.7,12.4,0,0,0,0,24.6,59.0,1017.0,230,1.6,139,0.14
2022-03-07T16:00:00Z,2022-03-07T15:00:00Z,PT60M,20.4,60,79.6,12.0,0,0,0,0,24.3,58.7,1016.8,239,1.3,152,0.14
2022-03-07T17:00:00Z,2022-03-07T16:00:00Z,PT60M,20.1,31,51.7,12.0,0,0,0,0,24.6,59.6,1016.6,246,0.9,162,0.14
2022-03-07T18:00:00Z,2022-03-07T17:00:00Z,PT60M,19.8,-19,28.4,12.0,0,0,0,0,25.0,60.8,1016.2,348,0.2,163,0.14
2022-03-07T19:00:00Z,2022-03-07T18:00:00Z,PT60M,19.4,-54,2.7,12.0,0,0,0,0,24.9,62.3,1015.8,54,0.7,155,0.14
2022-03-07T20:00:00Z,2022-03-07T19:00:00Z,PT60M,19.0,-71,2.9,12.0,0,0,0,0,24.9,63.9,1015.2,90,0.8,142,0.14
2022-03-07T21:00:00Z,2022-03-07T20:00:00Z,PT60M,18.7,-80,32.8,12.0,0,0,0,0,25.1,65.1,1014.7,106,1.1,129,0.14
2022-03-07T22:00:00Z,2022-03-07T21:00:00Z,PT60M,18.3,-86,48.7,12.0,0,0,0,0,25.4,66.5,1014.5,114,1.5,115,0.14
2022-03-07T23:00:00Z,2022-03-07T22:00:00Z,PT60M,17.8,-92,35.0,12.1,0,0,0,0,26.1,69.1,1014.7,122,1.8,101,0.14
2022-03-08T00:00:00Z,2022-03-07T23:00:00Z,PT60M,17.8,-97,29.5,12.3,24,35,5,29,26.2,69.9,1015.4,129,1.9,87,0.14
2022-03-08T01:00:00Z,2022-03-08T00:00:00Z,PT60M,19.0,-103,4.6,12.5,115,324,98,212,26.3,65.9,1016.2,138,2.2,73,0.14
2022-03-08T02:00:00Z,2022-03-08T01:00:00Z,PT60M,21.0,-110,1.9,13.1,159,570,294,453,27.3,60.4,1016.6,145,2.8,60,0.14
2022-03-08T03:00:00Z,2022-03-08T02:00:00Z,PT60M,22.8,-120,0.0,13.6,180,714,487,667,28.4,55.9,1016.5,152,3.7,47,0.14
2022-03-08T04:00:00Z,2022-03-08T03:00:00Z,PT60M,24.3,-136,0.0,13.5,198,769,622,820,29.0,51.0,1015.9,156,4.5,36,0.14
2022-03-08T05:00:00Z,2022-03-08T04:00:00Z,PT60M,25.4,-160,0.0,12.8,204,800,704,908,29.1,45.7,1014.8,154,4.9,28,0.14
2022-03-08T06:00:00Z,2022-03-08T05:00:00Z,PT60M,26.0,168,0.0,12.0,201,809,718,919,29.1,41.8,1013.5,149,4.8,27,0.14
2022-03-08T07:00:00Z,2022-03-08T06:00:00Z,PT60M,26.3,141,0.0,11.8,195,788,657,852,29.5,40.6,1012.2,148,4.7,33,0.14
2022-03-08T08:00:00Z,2022-03-08T07:00:00Z,PT60M,26.3,123,0.0,12.1,177,746,537,714,30.3,41.2,1011.2,149,5.1,44,0.14
2022-03-08T09:00:00Z,2022-03-08T08:00:00Z,PT60M,25.9,112,0.0,12.4,149,665,371,519,31.1,42.8,1010.7,147,5.6,56,0.14
2022-03-08T10:00:00Z,2022-03-08T09:00:00Z,PT60M,24.9,105,3.8,12.3,117,441,165,281,31.6,45.6,1010.7,141,6.0,70,0.14
2022-03-08T11:00:00Z,2022-03-08T10:00:00Z,PT60M,23.0,99,26.5,12.1,54,5,1,55,31.7,50.5,1011.0,135,6.2,83,0.14
2022-03-08T12:00:00Z,2022-03-08T11:00:00Z,PT60M,21.1,93,31.9,12.0,0,0,0,0,31.2,56.1,1011.6,133,5.9,97,0.14
2022-03-08T13:00:00Z,2022-03-08T12:00:00Z,PT60M,19.9,88,11.3,12.2,0,0,0,0,30.5,60.8,1012.6,137,5.3,111,0.14
2022-03-08T14:00:00Z,2022-03-08T13:00:00Z,PT60M,19.2,81,5.6,12.5,0,0,0,0,29.9,65.0,1013.5,142,4.7,125,0.14
2022-03-08T15:00:00Z,2022-03-08T14:00:00Z,PT60M,18.7,73,4.6,12.7,0,0,0,0,29.4,68.1,1013.8,145,4.2,139,0.14
2022-03-08T16:00:00Z,2022-03-08T15:00:00Z,PT60M,18.3,59,6.4,12.9,0,0,0,0,28.9,70.3,1013.8,145,3.7,151,0.14
2022-03-08T17:00:00Z,2022-03-08T16:00:00Z,PT60M,18.0,30,0.1,12.9,0,0,0,0,28.7,71.9,1013.5,143,3.5,161,0.14
2022-03-08T18:00:00Z,2022-03-08T17:00:00Z,PT60M,17.7,-19,0.0,12.8,0,0,0,0,29.1,73.0,1013.0,141,3.3,163,0.14
2022-03-08T19:00:00Z,2022-03-08T18:00:00Z,PT60M,17.4,-54,0.0,12.7,0,0,0,0,30.0,73.9,1012.5,137,3.0,154,0.14
2022-03-08T20:00:00Z,2022-03-08T19:00:00Z,PT60M,17.1,-70,0.0,12.6,0,0,0,0,30.7,74.9,1012.1,131,2.9,142,0.14
2022-03-08T21:00:00Z,2022-03-08T20:00:00Z,PT60M,16.8,-79,21.3,12.5,0,0,0,0,30.8,75.8,1012.0,128,2.7,129,0.14
2022-03-08T22:00:00Z,2022-03-08T21:00:00Z,PT60M,16.6,-86,7.1,12.4,0,0,0,0,30.5,76.5,1012.4,123,2.6,115,0.14
2022-03-08T23:00:00Z,2022-03-08T22:00:00Z,PT60M,16.5,-92,0.0,12.4,0,0,0,0,30.4,77.0,1013.0,117,2.4,101,0.14
2022-03-09T00:00:00Z,2022-03-08T23:00:00Z,PT60M,16.8,-97,10.9,12.8,24,6,1,24,31.4,77.5,1013.5,114,2.3,87,0.14
2022-03-09T01:00:00Z,2022-03-09T00:00:00Z,PT60M,18.1,-103,29.6,13.7,143,0,0,143,32.9,75.4,1014.1,116,2.7,73,0.14
2022-03-09T02:00:00Z,2022-03-09T01:00:00Z,PT60M,19.9,-110,16.4,14.7,292,108,59,351,33.8,71.7,1014.7,123,3.4,59,0.14
2022-03-09T03:00:00Z,2022-03-09T02:00:00Z,PT60M,21.5,-120,11.2,15.6,361,272,179,540,33.9,69.1,1014.7,135,3.7,47,0.14
2022-03-09T04:00:00Z,2022-03-09T03:00:00Z,PT60M,22.3,-135,51.0,16.0,369,0,0,369,33.5,67.3,1014.3,139,3.9,36,0.14
2022-03-09T05:00:00Z,2022-03-09T04:00:00Z,PT60M,22.2,-160,63.6,16.1,306,0,0,306,33.0,68.0,1013.6,125,4.2,28,0.14
2022-03-09T06:00:00Z,2022-03-09T05:00:00Z,PT60M,21.9,168,57.1,16.1,364,0,0,364,32.5,69.6,1012.6,115,4.6,27,0.14
2022-03-09T07:00:00Z,2022-03-09T06:00:00Z,PT60M,21.6,140,53.3,16.3,376,0,0,376,32.3,71.9,1011.7,113,4.8,33,0.14
2022-03-09T08:00:00Z,2022-03-09T07:00:00Z,PT60M,21.4,123,61.1,16.6,262,0,0,262,32.2,73.9,1011.0,114,4.8,44,0.14
2022-03-09T09:00:00Z,2022-03-09T08:00:00Z,PT60M,21.7,112,72.5,16.6,133,0,0,133,31.8,73.0,1010.5,121,4.8,56,0.14
2022-03-09T10:00:00Z,2022-03-09T09:00:00Z,PT60M,22.2,104,81.4,16.5,48,0,0,48,31.8,70.6,1010.4,126,4.8,69,0.14
2022-03-09T11:00:00Z,2022-03-09T10:00:00Z,PT60M,21.8,98,72.8,16.4,12,0,0,12,32.4,71.5,1010.7,127,4.6,83,0.14
2022-03-09T12:00:00Z,2022-03-09T11:00:00Z,PT60M,20.9,93,72.1,16.3,0,0,0,0,33.5,75.0,1011.4,125,4.4,97,0.14
2022-03-09T13:00:00Z,2022-03-09T12:00:00Z,PT60M,20.2,87,71.2,16.2,0,0,0,0,34.6,78.1,1012.0,126,4.6,111,0.14
2022-03-09T14:00:00Z,2022-03-09T13:00:00Z,PT60M,19.5,81,74.0,16.2,0,0,0,0,35.6,81.0,1012.6,128,4.4,125,0.14
2022-03-09T15:00:00Z,2022-03-09T14:00:00Z,PT60M,19.2,73,66.9,16.2,0,0,0,0,36.1,82.5,1013.0,131,4.1,139,0.14
2022-03-09T16:00:00Z,2022-03-09T15:00:00Z,PT60M,19.1,59,77.0,16.3,0,0,0,0,36.4,83.3,1013.0,132,3.9,151,0.14
2022-03-09T17:00:00Z,2022-03-09T16:00:00Z,PT60M,19.2,30,86.5,16.4,0,0,0,0,36.6,83.8,1013.0,133,3.6,161,0.14
2022-03-09T18:00:00Z,2022-03-09T17:00:00Z,PT60M,19.1,-18,74.6,16.3,0,0,0,0,36.7,83.8,1012.8,133,3.3,162,0.14
2022-03-09T19:00:00Z,2022-03-09T18:00:00Z,PT60M,19.0,-53,53.8,16.3,0,0,0,0,36.8,84.1,1012.5,132,3.0,154,0.14
2022-03-09T20:00:00Z,2022-03-09T19:00:00Z,PT60M,19.0,-70,55.0,16.3,0,0,0,0,36.8,84.4,1012.1,134,2.9,142,0.14
2022-03-09T21:00:00Z,2022-03-09T20:00:00Z,PT60M,18.9,-79,62.5,16.2,0,0,0,0,36.3,84.3,1012.0,131,3.1,128,0.14
2022-03-09T22:00:00Z,2022-03-09T21:00:00Z,PT60M,18.8,-86,68.5,16.2,0,0,0,0,35.8,84.6,1012.2,126,3.3,114,0.14
2022-03-09T23:00:00Z,2022-03-09T22:00:00Z,PT60M,18.7,-91,74.5,16.0,0,0,0,0,35.5,84.3,1012.7,124,3.5,100,0.14
2022-03-10T00:00:00Z,2022-03-09T23:00:00Z,PT60M,18.8,-97,54.6,16.0,16,0,0,16,35.3,83.8,1013.2,124,3.6,86,0.14
2022-03-10T01:00:00Z,2022-03-10T00:00:00Z,PT60M,19.0,-102,61.7,15.9,75,0,0,75,35.1,82.7,1014.0,124,3.5,73,0.14
2022-03-10T02:00:00Z,2022-03-10T01:00:00Z,PT60M,19.4,-110,64.9,15.9,147,0,0,147,34.8,80.4,1014.7,126,3.3,59,0.14
2022-03-10T03:00:00Z,2022-03-10T02:00:00Z,PT60M,19.8,-120,62.2,16.0,237,0,0,237,34.5,78.7,1014.9,131,3.2,46,0.14
2022-03-10T04:00:00Z,2022-03-10T03:00:00Z,PT60M,20.4,-135,59.9,16.3,309,0,0,309,34.3,77.3,1014.6,136,3.1,35,0.14
2022-03-10T05:00:00Z,2022-03-10T04:00:00Z,PT60M,21.2,-160,49.3,16.5,435,0,0,435,34.1,74.8,1013.9,142,2.8,28,0.14
2022-03-10T06:00:00Z,2022-03-10T05:00:00Z,PT60M,22.1,167,59.2,16.6,354,0,0,354,34.2,71.2,1012.9,152,2.5,27,0.14
2022-03-10T07:00:00Z,2022-03-10T06:00:00Z,PT60M,22.9,140,50.2,16.5,404,0,0,404,34.1,67.6,1011.9,160,2.3,33,0.14
2022-03-10T08:00:00Z,2022-03-10T07:00:00Z,PT60M,23.3,122,73.9,16.6,180,0,0,180,33.8,65.8,1011.0,160,2.2,43,0.14
2022-03-10T09:00:00Z,2022-03-10T08:00:00Z,PT60M,23.2,112,83.2,16.8,81,0,0,81,33.2,66.9,1010.5,146,1.9,56,0.14
2022-03-10T10:00:00Z,2022-03-10T09:00:00Z,PT60M,22.8,104,78.1,17.1,57,0,0,57,32.4,70.1,1010.5,116,1.7,69,0.14
2022-03-10T11:00:00Z,2022-03-10T10:00:00Z,PT60M,22.2,98,68.4,17.2,15,0,0,15,31.6,73.3,1010.8,98,2.1,83,0.14
2022-03-10T12:00:00Z,2022-03-10T11:00:00Z,PT60M,21.7,92,66.4,17.3,0,0,0,0,31.8,76.1,1011.2,108,2.7,97,0.14
2022-03-10T13:00:00Z,2022-03-10T12:00:00Z,PT60M,21.2,87,67.0,17.5,0,0,0,0,32.8,79.0,1011.7,119,3.3,111,0.14
2022-03-10T14:00:00Z,2022-03-10T13:00:00Z,PT60M,20.8,80,65.1,17.6,0,0,0,0,33.8,82.0,1012.3,125,3.3,125,0.14
2022-03-10T15:00:00Z,2022-03-10T14:00:00Z,PT60M,20.4,72,67.0,17.8,0,0,0,0,34.6,84.5,1012.6,128,3.0,138,0.14
2022-03-10T16:00:00Z,2022-03-10T15:00:00Z,PT60M,20.2,58,61.2,17.8,0,0,0,0,34.9,85.8,1012.5,127,2.7,151,0.14
2022-03-10T17:00:00Z,2022-03-10T16:00:00Z,PT60M,20.1,29,66.7,17.8,0,0,0,0,35.2,86.4,1012.3,126,2.6,161,0.14
2022-03-10T18:00:00Z,2022-03-10T17:00:00Z,PT60M,20.0,-18,72.1,17.8,0,0,0,0,35.5,86.9,1011.8,122,2.4,162,0.14
2022-03-10T19:00:00Z,2022-03-10T18:00:00Z,PT60M,19.9,-53,67.5,17.8,0,0,0,0,35.6,87.4,1011.4,117,2.3,154,0.14
2022-03-10T20:00:00Z,2022-03-10T19:00:00Z,PT60M,19.9,-69,87.4,17.9,0,0,0,0,35.7,88.0,1011.0,118,2.3,142,0.14
2022-03-10T21:00:00Z,2022-03-10T20:00:00Z,PT60M,19.8,-79,60.4,17.9,0,0,0,0,35.9,88.5,1010.9,119,2.2,128,0.14
2022-03-10T22:00:00Z,2022-03-10T21:00:00Z,PT60M,19.8,-85,69.2,17.9,0,0,0,0,36.1,88.8,1011.0,121,2.0,114,0.14
2022-03-10T23:00:00Z,2022-03-10T22:00:00Z,PT60M,19.7,-91,83.1,17.8,0,0,0,0,36.2,88.8,1011.5,124,2.1,100,0.14
2022-03-11T00:00:00Z,2022-03-10T23:00:00Z,PT60M,19.8,-96,66.7,17.9,16,0,0,16,36.1,88.5,1012.0,125,2.3,86,0.14
2022-03-11T01:00:00Z,2022-03-11T00:00:00Z,PT60M,20.1,-102,63.6,17.8,73,0,0,73,35.9,86.9,1012.6,128,2.7,72,0.14
2022-03-11T02:00:00Z,2022-03-11T01:00:00Z,PT60M,20.7,-109,71.6,17.7,121,0,0,121,35.9,83.4,1013.2,133,2.9,59,0.14
2022-03-11T03:00:00Z,2022-03-11T02:00:00Z,PT60M,21.3,-119,70.8,17.8,188,0,0,188,36.0,80.4,1013.5,136,3.1,46,0.14
2022-03-11T04:00:00Z,2022-03-11T03:00:00Z,PT60M,21.9,-135,70.8,17.7,229,0,0,229,36.2,77.5,1013.2,136,3.2,35,0.14
2022-03-11T05:00:00Z,2022-03-11T04:00:00Z,PT60M,22.9,-160,60.8,17.7,340,0,0,340,36.3,72.7,1012.3,137,3.1,27,0.14
2022-03-11T06:00:00Z,2022-03-11T05:00:00Z,PT60M,24.1,167,52.0,17.8,422,0,0,422,36.2,67.6,1011.1,140,3.2,26,0.14
2022-03-11T07:00:00Z,2022-03-11T06:00:00Z,PT60M,24.8,139,35.4,17.8,526,2,2,528,36.0,64.9,1010.0,143,3.4,33,0.14
2022-03-11T08:00:00Z,2022-03-11T07:00:00Z,PT60M,24.5,122,42.3,17.9,397,0,0,397,35.7,66.5,1009.1,138,3.6,43,0.14
2022-03-11T09:00:00Z,2022-03-11T08:00:00Z,PT60M,23.6,111,71.8,18.1,145,0,0,145,35.1,71.1,1008.6,124,3.8,56,0.14
2022-03-11T10:00:00Z,2022-03-11T09:00:00Z,PT60M,23.0,103,85.2,18.2,39,0,0,39,34.4,74.4,1008.5,116,3.7,69,0.14
2022-03-11T11:00:00Z,2022-03-11T10:00:00Z,PT60M,22.6,97,75.5,18.2,12,0,0,12,33.6,76.0,1008.6,112,3.1,83,0.14
2022-03-11T12:00:00Z,2022-03-11T11:00:00Z,PT60M,22.4,92,77.4,18.3,0,0,0,0,33.2,77.4,1009.1,114,2.9,97,0.14
2022-03-11T13:00:00Z,2022-03-11T12:00:00Z,PT60M,22.1,86,75.0,18.4,0,0,0,0,33.7,79.3,1009.9,121,3.1,111,0.14
2022-03-11T14:00:00Z,2022-03-11T13:00:00Z,PT60M,21.8,80,80.7,18.5,0,0,0,0,34.3,81.3,1010.7,131,3.4,125,0.14
2022-03-11T15:00:00Z,2022-03-11T14:00:00Z,PT60M,21.6,71,85.1,18.5,0,0,0,0,34.3,82.5,1011.0,140,3.4,138,0.14
2022-03-11T16:00:00Z,2022-03-11T15:00:00Z,PT60M,21.4,57,82.7,18.4,0,0,0,0,34.2,83.3,1010.9,146,3.4,151,0.14
2022-03-11T17:00:00Z,2022-03-11T16:00:00Z,PT60M,21.2,28,55.1,18.4,0,0,0,0,34.1,83.8,1010.6,150,3.5,160,0.14
2022-03-11T18:00:00Z,2022-03-11T17:00:00Z,PT60M,21.1,-18,47.9,18.4,0,0,0,0,33.9,84.6,1010.3,151,3.4,162,0.14
2022-03-11T19:00:00Z,2022-03-11T18:00:00Z,PT60M,20.9,-52,59.0,18.3,0,0,0,0,33.8,85.1,1009.9,147,3.1,154,0.14
2022-03-11T20:00:00Z,2022-03-11T19:00:00Z,PT60M,20.8,-69,61.0,18.4,0,0,0,0,33.7,85.6,1009.4,139,3.0,141,0.14
2022-03-11T21:00:00Z,2022-03-11T20:00:00Z,PT60M,20.8,-78,69.4,18.4,0,0,0,0,33.8,86.2,1009.1,131,2.9,128,0.14
2022-03-11T22:00:00Z,2022-03-11T21:00:00Z,PT60M,20.7,-85,76.0,18.4,0,0,0,0,34.2,86.4,1009.2,124,2.7,114,0.14
2022-03-11T23:00:00Z,2022-03-11T22:00:00Z,PT60M,20.6,-90,78.2,18.4,0,0,0,0,35.1,87.0,1009.8,118,2.6,100,0.14
2022-03-12T00:00:00Z,2022-03-11T23:00:00Z,PT60M,20.6,-96,49.7,18.7,23,0,0,23,36.9,88.6,1010.4,119,2.8,86,0.14
2022-03-12T01:00:00Z,2022-03-12T00:00:00Z,PT60M,20.8,-102,52.4,19.0,105,0,0,105,38.6,89.1,1010.9,127,3.4,72,0.14
2022-03-12T02:00:00Z,2022-03-12T01:00:00Z,PT60M,21.4,-109,49.1,19.1,228,0,0,228,39.5,86.7,1011.5,138,4.0,59,0.14
2022-03-12T03:00:00Z,2022-03-12T02:00:00Z,PT60M,22.1,-119,42.6,19.2,359,10,7,366,40.5,83.6,1011.6,146,4.4,46,0.14
2022-03-12T04:00:00Z,2022-03-12T03:00:00Z,PT60M,22.8,-134,47.0,19.1,422,0,0,422,41.1,79.9,1011.3,151,4.7,35,0.14
2022-03-12T05:00:00Z,2022-03-12T04:00:00Z,PT60M,23.7,-160,49.2,18.9,444,0,0,444,41.0,74.7,1010.5,155,4.9,27,0.14
2022-03-12T06:00:00Z,2022-03-12T05:00:00Z,PT60M,24.9,167,46.1,18.5,473,0,0,473,40.5,67.8,1009.4,159,4.9,26,0.14
2022-03-12T07:00:00Z,2022-03-12T06:00:00Z,PT60M,26.0,139,46.0,18.2,420,0,0,420,40.2,62.5,1008.4,164,4.8,32,0.14
2022-03-12T08:00:00Z,2022-03-12T07:00:00Z,PT60M,26.3,121,63.3,18.3,237,0,0,237,40.1,61.1,1007.6,169,4.8,43,0.14
2022-03-12T09:00:00Z,2022-03-12T08:00:00Z,PT60M,26.1,111,71.2,18.4,132,0,0,132,40.1,62.4,1007.1,167,4.7,56,0.14
2022-03-12T10:00:00Z,2022-03-12T09:00:00Z,PT60M,25.6,103,75.0,18.6,62,0,0,62,40.3,65.1,1007.2,164,4.5,69,0.14
2022-03-12T11:00:00Z,2022-03-12T10:00:00Z,PT60M,24.9,97,69.4,18.5,16,0,0,16,40.7,67.9,1007.7,159,4.3,83,0.14
2022-03-12T12:00:00Z,2022-03-12T11:00:00Z,PT60M,24.1,91,69.3,18.6,0,0,0,0,41.4,71.2,1008.2,154,4.4,97,0.14
2022-03-12T13:00:00Z,2022-03-12T12:00:00Z,PT60M,23.3,86,70.6,18.7,0,0,0,0,42.5,75.2,1008.9,152,4.6,111,0.14
2022-03-12T14:00:00Z,2022-03-12T13:00:00Z,PT60M,22.7,80,36.1,19.0,0,0,0,0,43.6,79.2,1009.6,151,4.7,125,0.14
2022-03-12T15:00:00Z,2022-03-12T14:00:00Z,PT60M,22.4,71,3.5,19.3,0,0,0,0,44.7,82.4,1010.1,153,4.6,138,0.14
2022-03-12T16:00:00Z,2022-03-12T15:00:00Z,PT60M,22.2,56,0.0,19.5,0,0,0,0,46.1,84.7,1010.1,155,4.4,151,0.14
2022-03-12T17:00:00Z,2022-03-12T16:00:00Z,PT60M,22.0,27,6.7,19.7,0,0,0,0,47.5,86.6,1009.9,150,4.0,160,0.14
2022-03-12T18:00:00Z,2022-03-12T17:00:00Z,PT60M,21.6,-18,20.6,19.6,0,0,0,0,48.0,88.1,1009.5,142,3.6,161,0.14
2022-03-12T19:00:00Z,2022-03-12T18:00:00Z,PT60M,21.2,-52,54.4,19.5,0,0,0,0,48.0,90.1,1009.0,134,3.3,153,0.14
2022-03-12T20:00:00Z,2022-03-12T19:00:00Z,PT60M,20.8,-68,68.1,19.5,0,0,0,0,47.8,92.0,1008.7,129,3.1,141,0.14
2022-03-12T21:00:00Z,2022-03-12T20:00:00Z,PT60M,20.5,-78,7.0,19.5,0,0,0,0,47.5,93.7,1008.7,127,2.9,128,0.14
2022-03-12T22:00:00Z,2022-03-12T21:00:00Z,PT60M,20.4,-84,31.4,19.4,0,0,0,0,47.2,94.3,1008.9,128,2.8,114,0.14
2022-03-12T23:00:00Z,2022-03-12T22:00:00Z,PT60M,20.5,-90,49.5,19.4,0,0,0,0,46.8,93.4,1009.5,128,2.7,100,0.14
2022-03-13T00:00:00Z,2022-03-12T23:00:00Z,PT60M,20.8,-96,29.4,19.5,24,0,0,24,46.1,92.5,1010.2,130,2.9,86,0.14
2022-03-13T01:00:00Z,2022-03-13T00:00:00Z,PT60M,21.4,-101,59.3,19.7,71,0,0,71,45.2,90.6,1010.9,136,3.4,72,0.14
2022-03-13T02:00:00Z,2022-03-13T01:00:00Z,PT60M,22.2,-108,55.6,19.7,167,0,0,167,44.6,86.0,1011.6,142,3.7,58,0.14
2022-03-13T03:00:00Z,2022-03-13T02:00:00Z,PT60M,23.2,-118,50.7,19.4,280,0,0,280,44.3,79.2,1011.8,149,3.8,46,0.14
2022-03-13T04:00:00Z,2022-03-13T03:00:00Z,PT60M,24.2,-134,50.1,19.0,356,0,0,356,44.2,72.9,1011.6,157,3.8,34,0.14
2022-03-13T05:00:00Z,2022-03-13T04:00:00Z,PT60M,24.9,-159,54.3,18.9,369,0,0,369,44.2,69.3,1010.9,160,3.7,26,0.14
2022-03-13T06:00:00Z,2022-03-13T05:00:00Z,PT60M,25.0,166,49.0,19.0,420,0,0,420,44.0,68.9,1010.1,158,3.8,26,0.14
2022-03-13T07:00:00Z,2022-03-13T06:00:00Z,PT60M,24.8,138,63.6,19.0,283,0,0,283,43.5,70.0,1009.3,157,3.8,32,0.14
2022-03-13T08:00:00Z,2022-03-13T07:00:00Z,PT60M,24.9,121,64.2,18.9,233,0,0,233,43.1,69.8,1008.6,158,3.5,43,0.14
2022-03-13T09:00:00Z,2022-03-13T08:00:00Z,PT60M,24.9,110,66.7,19.0,153,0,0,153,42.7,69.6,1008.2,157,2.9,56,0.14
2022-03-13T10:00:00Z,2022-03-13T09:00:00Z,PT60M,25.0,103,70.8,19.1,76,0,0,76,42.4,69.4,1008.2,152,2.4,69,0.14
2022-03-13T11:00:00Z,2022-03-13T10:00:00Z,PT60M,24.7,97,63.1,19.2,19,0,0,19,42.6,71.3,1008.5,150,2.1,83,0.14
2022-03-13T12:00:00Z,2022-03-13T11:00:00Z,PT60M,23.9,91,66.3,19.3,0,0,0,0,43.8,75.3,1009.0,144,2.2,97,0.14
2022-03-13T13:00:00Z,2022-03-13T12:00:00Z,PT60M,23.5,86,65.1,19.5,0,0,0,0,44.5,78.1,1009.6,144,2.8,111,0.14
2022-03-13T14:00:00Z,2022-03-13T13:00:00Z,PT60M,23.0,79,43.1,19.4,0,0,0,0,44.3,80.2,1010.1,149,3.4,125,0.14
2022-03-13T15:00:00Z,2022-03-13T14:00:00Z,PT60M,22.6,70,36.6,19.5,0,0,0,0,44.3,82.4,1010.2,151,3.5,138,0.14
2022-03-13T16:00:00Z,2022-03-13T15:00:00Z,PT60M,22.2,56,40.3,19.5,0,0,0,0,44.4,84.4,1009.9,152,3.5,151,0.14
2022-03-13T17:00:00Z,2022-03-13T16:00:00Z,PT60M,22.0,27,55.3,19.4,0,0,0,0,44.2,85.5,1009.4,150,3.3,160,0.14
2022-03-13T18:00:00Z,2022-03-13T17:00:00Z,PT60M,21.8,-18,46.5,19.5,0,0,0,0,44.1,86.5,1008.9,147,3.0,161,0.15
2022-03-13T19:00:00Z,2022-03-13T18:00:00Z,PT60M,21.6,-51,16.2,19.5,0,0,0,0,44.4,87.9,1008.7,140,2.5,153,0.15
2022-03-13T20:00:00Z,2022-03-13T19:00:00Z,PT60M,21.4,-68,22.3,19.5,0,0,0,0,44.4,88.7,1008.5,133,2.6,141,0.15
2022-03-13T21:00:00Z,2022-03-13T20:00:00Z,PT60M,21.3,-77,19.5,19.5,0,0,0,0,44.2,89.5,1008.4,134,2.6,127,0.15
2022-03-13T22:00:00Z,2022-03-13T21:00:00Z,PT60M,21.1,-84,73.7,19.4,0,0,0,0,44.5,90.0,1008.8,137,2.5,114,0.15
2022-03-13T23:00:00Z,2022-03-13T22:00:00Z,PT60M,21.0,-90,36.4,19.4,0,0,0,0,45.2,90.6,1009.4,134,2.5,100,0.15
2022-03-14T00:00:00Z,2022-03-13T23:00:00Z,PT60M,21.1,-95,23.0,19.6,26,7,1,28,45.5,91.1,1010.1,136,2.9,86,0.15
2022-03-14T01:00:00Z,2022-03-14T00:00:00Z,PT60M,21.7,-101,36.2,19.9,113,0,0,113,45.3,89.8,1010.8,137,3.5,72,0.15
